"sofifa_id","player_url","short_name","long_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
"253349","https://sofifa.com/player/253349/alejandro-cabeza/220002","A. Cabeza","Alejandro Jair Cabeza Jiménez","ST","67","72","1600000.0","500.0","24","1997-03-11","185","79","110984.0","CS Emelec","Ecuadorian Serie A","1.0","LS","9.0","","2016-07-01","2023.0","57","Ecuador","","","","Right","3","2","1","Medium/Medium","Normal (185+)","No","3600000.0","","","73.0","65.0","55.0","66.0","34.0","67.0","55","68","70","59","49","65","38","32","51","66","70","75","70","62","70","66","71","68","72","59","53","28","67","60","70","58","30","32","23","14","6","13","13","7","","67+2","67+2","67+2","65.0","65","65","65","65.0","63+2","63+2","63+2","64+2","58+2","58+2","58+2","64+2","50+2","48+2","48+2","48+2","50+2","48+2","46+2","46+2","46+2","48+2","16+2","https://cdn.sofifa.net/players/253/349/22_120.png","https://cdn.sofifa.net/teams/110984/60.png","https://cdn.sofifa.net/flags/ec.png","","https://cdn.sofifa.net/flags/ec.png"
"216150","https://sofifa.com/player/216150/davide-zappacosta/220002","D. Zappacosta","Davide Zappacosta","RWB, RM, LM","79","79","15500000.0","51000.0","29","1992-06-11","182","75","39.0","Atalanta","Italian Serie A","1.0","RM","77.0","","2021-08-25","2025.0","27","Italy","","","","Right","3","3","2","High/High","Lean (170-185)","Yes","26400000.0","","Injury Prone, Early Crosser","76.0","66.0","73.0","74.0","75.0","71.0","81","59","69","75","69","76","74","59","68","74","75","76","71","73","68","75","65","79","66","72","75","76","68","68","59","73","74","77","78","11","9","8","6","11","","70+2","70+2","70+2","73.0","71","71","71","73.0","72+2","72+2","72+2","73+2","72+2","72+2","72+2","73+2","77+2","74+2","74+2","74+2","77+2","76+2","74+2","74+2","74+2","76+2","16+2","https://cdn.sofifa.net/players/216/150/22_120.png","https://cdn.sofifa.net/teams/39/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/it.png"
"179840","https://sofifa.com/player/179840/matthew-spiranovic/220002","M. Spiranovic","Matthew Špiranović","CB, CDM","67","67","475000.0","3000.0","33","1988-06-27","193","88","111397.0","Melbourne Victory","Australian Hyundai A-League","1.0","LCB","5.0","","2021-07-20","2022.0","195","Australia","","","","Right","4","2","1","Medium/Medium","Normal (185+)","No","594000.0","","Long Passer (AI)","54.0","26.0","53.0","37.0","69.0","69.0","42","19","68","67","18","22","29","44","54","52","55","54","34","61","33","44","41","63","82","19","52","69","24","49","53","70","68","72","66","12","13","15","12","7","","43+2","43+2","43+2","41.0","41","41","41","41.0","44+2","44+2","44+2","45+2","52+2","52+2","52+2","45+2","59+2","64+2","64+2","64+2","59+2","62+2","67","67","67","62+2","17+2","https://cdn.sofifa.net/players/179/840/22_120.png","https://cdn.sofifa.net/teams/111397/60.png","https://cdn.sofifa.net/flags/au.png","","https://cdn.sofifa.net/flags/au.png"
"263407","https://sofifa.com/player/263407/elias-mago/220002","E. Mago","Elias Mago","GK","53","73","230000.0","500.0","17","2004-03-23","186","75","232.0","Standard de Liège","Belgian Jupiler Pro League","1.0","SUB","52.0","","2020-07-01","2024.0","129","Morocco","","","","Right","2","1","1","Medium/Medium","Normal (185+)","No","575000.0","","","","","","","","","11","5","10","22","8","12","13","13","14","13","24","32","33","33","40","41","61","17","50","6","17","14","3","24","19","23","6","14","11","52","57","55","52","55","27.0","18+2","18+2","18+2","16.0","17","17","17","16.0","17+2","17+2","17+2","17+2","17+2","17+2","17+2","17+2","17+2","18+2","18+2","18+2","17+2","17+2","19+2","19+2","19+2","17+2","52+2","https://cdn.sofifa.net/players/263/407/22_120.png","https://cdn.sofifa.net/teams/232/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/ma.png"
"220833","https://sofifa.com/player/220833/anthony-mandrea/220002","A. Mandrea","Anthony Mandrea","GK","63","69","625000.0","3000.0","24","1996-12-25","186","78","1530.0","Angers SCO","French Ligue 1","1.0","RES","16.0","","2017-09-13","2022.0","18","France","","","","Right","2","1","1","Medium/Medium","Normal (185+)","No","1400000.0","","","","","","","","","13","17","15","28","16","16","14","20","19","18","41","49","33","58","55","43","51","28","61","14","23","19","15","15","23","51","12","19","21","67","56","57","59","70","44.0","28+2","28+2","28+2","24.0","25","25","25","24.0","24+2","24+2","24+2","25+2","23+2","23+2","23+2","25+2","25+2","25+2","25+2","25+2","25+2","26+2","26+2","26+2","26+2","26+2","62+2","https://cdn.sofifa.net/players/220/833/22_120.png","https://cdn.sofifa.net/teams/1530/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"245016","https://sofifa.com/player/245016/amadou-ciss/220002","A. Ciss","Amadou Ciss","LM, ST, RM","67","73","1600000.0","2000.0","21","1999-09-07","186","65","1816.0","Amiens SC","French Ligue 2","2.0","RM","23.0","","2020-07-01","2024.0","136","Senegal","","","","Right","3","3","1","High/High","Lean (185+)","No","3200000.0","#Engine","Speed Dribbler (AI)","80.0","59.0","61.0","68.0","54.0","73.0","58","60","65","66","47","66","45","45","60","67","76","83","87","61","69","66","84","86","70","54","63","54","61","62","46","56","52","55","50","5","11","15","7","11","","65+2","65+2","65+2","66.0","65","65","65","66.0","65+2","65+2","65+2","66+2","64+2","64+2","64+2","66+2","63+2","61+2","61+2","61+2","63+2","62+2","60+2","60+2","60+2","62+2","15+2","https://cdn.sofifa.net/players/245/016/22_120.png","https://cdn.sofifa.net/teams/1816/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/sn.png"
"263868","https://sofifa.com/player/263868/marcos-olguin-lopez/220002","Olguín","Marcos Olguín López","CB","60","70","500000.0","1000.0","20","2001-03-24","180","75","110069.0","CD Mirandés","Spanish Segunda División","2.0","SUB","29.0","","2021-01-26","2022.0","45","Spain","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","875000.0","","","58.0","31.0","36.0","38.0","64.0","56.0","31","26","63","42","28","32","33","36","34","36","56","59","41","51","65","47","65","60","55","24","50","62","28","34","45","51","58","68","73","6","13","13","13","11","","41+2","41+2","41+2","37.0","38","38","38","37.0","37+2","37+2","37+2","39+2","41+2","41+2","41+2","39+2","53+2","52+2","52+2","52+2","53+2","56+2","60+2","60+2","60+2","56+2","15+2","https://cdn.sofifa.net/players/263/868/22_120.png","https://cdn.sofifa.net/teams/110069/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/es.png"
"263908","https://sofifa.com/player/263908/bradley-locko/220002","B. Locko","Bradley Locko","LB","60","75","550000.0","2000.0","19","2002-05-06","180","65","379.0","Stade de Reims","French Ligue 1","1.0","SUB","28.0","","2020-06-17","2023.0","18","France","","","","Left","2","2","1","Medium/Medium","Normal (170-185)","No","1400000.0","","","61.0","36.0","43.0","59.0","59.0","52.0","58","36","55","42","26","67","43","42","30","50","62","60","59","54","70","32","63","62","45","35","54","61","53","40","44","42","49","68","65","13","11","7","9","12","","47+2","47+2","47+2","52.0","50","50","50","52.0","49+2","49+2","49+2","52+2","48+2","48+2","48+2","52+2","58+2","52+2","52+2","52+2","58+2","58+2","57+2","57+2","57+2","58+2","16+2","https://cdn.sofifa.net/players/263/908/22_120.png","https://cdn.sofifa.net/teams/379/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png"
"259559","https://sofifa.com/player/259559/tim-breithaupt/220002","T. Breithaupt","Tim Breithaupt","CDM","63","74","975000.0","2000.0","19","2002-02-07","192","78","1832.0","Karlsruher SC","German 2. Bundesliga","2.0","SUB","38.0","","2020-11-01","2024.0","21","Germany","","","","Right","3","2","1","Low/Medium","Lean (185+)","No","1700000.0","","","53.0","35.0","56.0","52.0","63.0","61.0","40","28","55","66","37","49","35","28","67","61","42","62","45","49","41","41","54","57","66","45","57","57","29","56","31","52","66","67","63","11","10","12","8","10","","45+2","45+2","45+2","48.0","48","48","48","48.0","52+2","52+2","52+2","51+2","57+2","57+2","57+2","51+2","57+2","62+2","62+2","62+2","57+2","58+2","61+2","61+2","61+2","58+2","14+2","https://cdn.sofifa.net/players/259/559/22_120.png","https://cdn.sofifa.net/teams/1832/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"239594","https://sofifa.com/player/239594/joachim-imbrechts/220002","J. Imbrechts","Joachim Imbrechts","GK","57","71","350000.0","750.0","19","2001-10-09","183","73","670.0","Royal Charleroi S.C.","Belgian Jupiler Pro League","1.0","SUB","14.0","","2017-07-01","2022.0","46","Sweden","","","","Right","2","1","1","Medium/Medium","Lean (170-185)","No","744000.0","","","","","","","","","9","4","13","23","8","8","12","11","15","11","37","40","25","47","44","42","63","17","38","7","17","7","7","28","18","27","6","15","12","62","55","56","50","60","38.0","19+2","19+2","19+2","18.0","19","19","19","18.0","19+2","19+2","19+2","19+2","18+2","18+2","18+2","19+2","18+2","18+2","18+2","18+2","18+2","18+2","18+2","18+2","18+2","18+2","56+2","https://cdn.sofifa.net/players/239/594/22_120.png","https://cdn.sofifa.net/teams/670/60.png","https://cdn.sofifa.net/flags/be.png","","https://cdn.sofifa.net/flags/se.png"
"196873","https://sofifa.com/player/196873/francisco-flores/220002","F. Flores","Francisco Javier Flores Sequera","CDM, CM, CB","65","65","500000.0","500.0","31","1990-04-30","181","88","110990.0","Deportivo Táchira FC","Venezuelan Primera División","1.0","LCM","6.0","","2021-01-12","2021.0","61","Venezuela","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","1100000.0","","","68.0","46.0","62.0","58.0","62.0","70.0","58","39","56","70","47","55","39","50","62","61","68","68","63","60","60","56","67","76","67","52","73","55","46","60","51","59","66","65","65","11","15","16","14","16","","54+2","54+2","54+2","58.0","56","56","56","58.0","59+2","59+2","59+2","60+2","61+2","61+2","61+2","60+2","64+1","64+1","64+1","64+1","64+1","64+1","64+1","64+1","64+1","64+1","19+2","https://cdn.sofifa.net/players/196/873/22_120.png","https://cdn.sofifa.net/teams/110990/60.png","https://cdn.sofifa.net/flags/ve.png","","https://cdn.sofifa.net/flags/ve.png"
"258930","https://sofifa.com/player/258930/cameron-archer/220002","C. Archer","Cameron Archer","ST","58","75","525000.0","6000.0","19","2001-12-09","186","71","2.0","Aston Villa","English Premier League","1.0","RES","35.0","","2020-06-30","2023.0","14","England","","","","Right","2","2","1","High/Low","Lean (185+)","No","1300000.0","","","58.0","59.0","49.0","56.0","22.0","50.0","43","60","58","53","51","55","42","40","45","56","61","55","55","62","59","62","60","58","51","56","36","12","56","53","52","56","22","18","21","5","6","12","6","14","","58+2","58+2","58+2","55.0","57","57","57","55.0","55+2","55+2","55+2","55+2","50+2","50+2","50+2","55+2","40+2","38+2","38+2","38+2","40+2","38+2","34+2","34+2","34+2","38+2","14+2","https://cdn.sofifa.net/players/258/930/22_120.png","https://cdn.sofifa.net/teams/2/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"252970","https://sofifa.com/player/252970/armando-quitirna-junior/220002","Junior Quitirna","Armando Quitirna Junior","RM, CAM","56","69","350000.0","500.0","21","2000-04-25","170","64","753.0","Waterford FC","Rep. Ireland Airtricity League","1.0","RM","11.0","","2021-07-02","2021.0","119","Guinea Bissau","","","","Right","3","2","1","Medium/Medium","Lean (170-)","No","761000.0","","","63.0","48.0","53.0","60.0","41.0","41.0","50","49","46","56","40","57","46","40","58","58","63","63","73","50","85","53","49","45","39","44","39","35","49","54","48","50","39","45","42","8","8","8","6","11","","51+2","51+2","51+2","55.0","54","54","54","55.0","55+2","55+2","55+2","55+2","53+2","53+2","53+2","55+2","48+2","47+2","47+2","47+2","48+2","48+2","43+2","43+2","43+2","48+2","13+2","https://cdn.sofifa.net/players/252/970/22_120.png","https://cdn.sofifa.net/teams/753/60.png","https://cdn.sofifa.net/flags/ie.png","","https://cdn.sofifa.net/flags/gw.png"
"243956","https://sofifa.com/player/243956/josip-vukovic/220002","J. Vuković","Josip Vuković","CDM, CM","71","71","1600000.0","700.0","29","1992-05-02","184","76","263.0","Hajduk Split","Croatian Prva HNL","1.0","RDM","4.0","","2021-07-01","2024.0","10","Croatia","","","","Right","3","3","1","Medium/Medium","Normal (170-185)","No","3500000.0","","Long Passer (AI), Long Shot Taker (AI)","55.0","49.0","64.0","68.0","66.0","74.0","61","39","55","70","39","69","45","43","70","70","58","53","59","68","58","63","60","75","72","59","82","69","43","61","50","68","67","68","64","11","7","8","6","9","","56+2","56+2","56+2","60.0","60","60","60","60.0","62+2","62+2","62+2","63+2","66+2","66+2","66+2","63+2","67+2","70+1","70+1","70+1","67+2","66+2","67+2","67+2","67+2","66+2","15+2","https://cdn.sofifa.net/players/243/956/22_120.png","https://cdn.sofifa.net/teams/263/60.png","https://cdn.sofifa.net/flags/hr.png","","https://cdn.sofifa.net/flags/hr.png"
"252220","https://sofifa.com/player/252220/bartosz-borun/220002","B. Boruń","Bartosz Boruń","RM","56","67","325000.0","1000.0","21","2000-05-17","181","69","111092.0","Śląsk Wrocław","Polish T-Mobile Ekstraklasa","1.0","RES","35.0","","2019-03-28","2022.0","37","Poland","","","","Right","2","2","1","Medium/Medium","Normal (170-185)","No","504000.0","","","68.0","49.0","52.0","55.0","25.0","44.0","54","48","40","54","40","54","48","40","47","57","69","67","59","44","62","58","49","54","38","42","47","17","52","53","50","47","22","26","31","7","8","11","13","9","","51+2","51+2","51+2","54.0","53","53","53","54.0","53+2","53+2","53+2","55+2","49+2","49+2","49+2","55+2","43+2","39+2","39+2","39+2","43+2","41+2","34+2","34+2","34+2","41+2","13+2","https://cdn.sofifa.net/players/252/220/22_120.png","https://cdn.sofifa.net/teams/111092/60.png","https://cdn.sofifa.net/flags/pl.png","","https://cdn.sofifa.net/flags/pl.png"
"245714","https://sofifa.com/player/245714/alejandro-blanco-sanchez/220002","Álex Blanco","Alejandro Blanco Sánchez","LM, RM","70","78","3600000.0","15000.0","22","1998-12-16","175","70","461.0","Valencia CF","Spain Primera Division","1.0","RES","16.0","","2017-07-01","2022.0","45","Spain","","","","Left","3","3","1","Medium/Medium","Lean (170-185)","No","8300000.0","","Finesse Shot, Technical Dribbler (AI)","80.0","63.0","66.0","70.0","37.0","53.0","69","68","45","71","44","70","54","45","65","71","82","78","77","62","72","66","45","59","55","58","40","42","61","62","56","64","38","32","28","6","8","12","14","14","","64+2","64+2","64+2","69.0","67","67","67","69.0","68+2","68+2","68+2","69+2","63+2","63+2","63+2","69+2","56+2","53+2","53+2","53+2","56+2","53+2","44+2","44+2","44+2","53+2","16+2","https://cdn.sofifa.net/players/245/714/22_120.png","https://cdn.sofifa.net/teams/461/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/es.png"
"229126","https://sofifa.com/player/229126/james-clarke/220002","J. Clarke","James Anthony John Clarke","CB","62","62","275000.0","2000.0","31","1989-11-17","183","84","112254.0","Newport County","English League Two","4.0","SUB","5.0","","2021-07-01","2022.0","14","England","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","481000.0","","","55.0","42.0","50.0","50.0","60.0","75.0","50","33","60","54","42","50","47","30","53","50","54","55","48","57","54","56","70","64","82","48","70","59","45","46","42","52","60","61","59","6","13","14","12","11","","50+2","50+2","50+2","49.0","49","49","49","49.0","49+2","49+2","49+2","51+2","52+2","52+2","52+2","51+2","56+2","58+2","58+2","58+2","56+2","57+2","62","62","62","57+2","16+2","https://cdn.sofifa.net/players/229/126/22_120.png","https://cdn.sofifa.net/teams/112254/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"260591","https://sofifa.com/player/260591/omar-campos/220002","O. Campos","Omar Antonio Campos Chagoya","LM, LB","62","80","1000000.0","1000.0","18","2002-07-20","174","65","110144.0","Santos Laguna","Mexican Liga MX","1.0","LB","90.0","","2019-07-01","2025.0","83","Mexico","","","","Left","3","2","1","High/Medium","Lean (170-185)","No","2300000.0","","Early Crosser, Speed Dribbler (AI)","76.0","55.0","54.0","65.0","52.0","47.0","57","55","54","55","53","67","51","43","50","62","77","75","63","54","80","60","43","64","43","47","38","51","56","54","63","59","58","45","55","10","8","11","12","12","","58+2","58+2","58+2","61.0","60","60","60","61.0","59+2","59+2","59+2","61+2","56+2","56+2","56+2","61+2","58+2","53+2","53+2","53+2","58+2","57+2","51+2","51+2","51+2","57+2","15+2","https://cdn.sofifa.net/players/260/591/22_120.png","https://cdn.sofifa.net/teams/110144/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/mx.png"
"264076","https://sofifa.com/player/264076/david-vraciu/220002","D. Vraciu","David Vraciu","CAM, CM","59","74","525000.0","1000.0","19","2002-06-26","185","74","1861.0","Unión Deportiva Almería","Spanish Segunda División","2.0","RES","28.0","","2021-07-01","2022.0","39","Romania","","","","Right","4","2","1","High/Low","Lean (185+)","No","1200000.0","","","62.0","54.0","60.0","58.0","41.0","47.0","54","51","51","64","52","59","55","42","61","57","62","62","59","52","60","57","51","41","49","58","46","31","51","63","49","62","41","44","39","6","13","8","5","14","","55+2","55+2","55+2","57.0","57","57","57","57.0","59+2","59+2","59+2","57+2","56+2","56+2","56+2","57+2","49+2","49+2","49+2","49+2","49+2","48+2","45+2","45+2","45+2","48+2","14+2","https://cdn.sofifa.net/players/264/076/22_120.png","https://cdn.sofifa.net/teams/1861/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ro.png"
"254820","https://sofifa.com/player/254820/dawid-kocyla/220002","D. Kocyła","Dawid Kocyła","LM, RM","63","76","1100000.0","500.0","18","2002-07-23","180","66","1569.0","Wisła Płock","Polish T-Mobile Ekstraklasa","1.0","SUB","9.0","","2020-02-01","2022.0","37","Poland","","","","Right","3","3","1","High/Low","Lean (170-185)","No","2200000.0","","Speed Dribbler (AI)","77.0","58.0","55.0","62.0","26.0","54.0","57","62","52","58","42","60","50","32","51","63","76","77","73","56","71","58","60","74","40","52","61","37","60","56","60","55","21","18","18","5","9","12","5","14","","59+2","59+2","59+2","62.0","61","61","61","62.0","60+2","60+2","60+2","62+2","55+2","55+2","55+2","62+2","49+2","45+2","45+2","45+2","49+2","46+2","38+2","38+2","38+2","46+2","14+2","https://cdn.sofifa.net/players/254/820/22_120.png","https://cdn.sofifa.net/teams/1569/60.png","https://cdn.sofifa.net/flags/pl.png","","https://cdn.sofifa.net/flags/pl.png"
"209329","https://sofifa.com/player/209329/matheus-doria-macedo/220002","Dória","Matheus Dória Macedo","CB","76","79","8500000.0","20000.0","26","1994-11-08","188","82","110144.0","Santos Laguna","Mexican Liga MX","1.0","LCB","21.0","","2018-07-29","2025.0","54","Brazil","","","","Left","3","2","1","Medium/Medium","Normal (185+)","No","15100000.0","#Strength","Long Throw-in, Power Free-Kick, Solid Player, Leadership","54.0","59.0","59.0","59.0","75.0","85.0","47","53","77","67","20","57","71","66","63","63","55","54","52","67","40","83","82","73","91","67","84","73","52","51","35","70","75","76","73","12","11","10","11","13","","63+2","63+2","63+2","57.0","60","60","60","57.0","59+2","59+2","59+2","58+2","63+2","63+2","63+2","58+2","66+2","71+2","71+2","71+2","66+2","67+2","76+2","76+2","76+2","67+2","18+2","https://cdn.sofifa.net/players/209/329/22_120.png","https://cdn.sofifa.net/teams/110144/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/br.png"
"251330","https://sofifa.com/player/251330/vincent-muller/220002","V. Müller","Vincent Carsten Maria Müller","GK","67","78","1900000.0","3000.0","20","2000-08-23","190","91","247.0","PSV","Holland Eredivisie","1.0","RES","13.0","","2020-09-23","2023.0","21","Germany","","","","Right","2","1","1","Medium/Medium","Normal (185+)","No","3000000.0","","","","","","","","","17","6","18","21","6","6","14","10","18","12","29","33","31","56","24","50","42","23","69","5","19","9","5","32","13","34","8","10","16","67","64","66","66","70","31.0","22+2","22+2","22+2","18.0","20","20","20","18.0","19+2","19+2","19+2","19+2","20+2","20+2","20+2","19+2","19+2","20+2","20+2","20+2","19+2","20+2","22+2","22+2","22+2","20+2","66+2","https://cdn.sofifa.net/players/251/330/22_120.png","https://cdn.sofifa.net/teams/247/60.png","https://cdn.sofifa.net/flags/nl.png","","https://cdn.sofifa.net/flags/de.png"
"191566","https://sofifa.com/player/191566/joo-ho-park/220002","Park Joo Ho","박주호 朴柱昊","LB, CDM","68","68","450000.0","2000.0","34","1987-01-16","175","71","112558.0","Suwon FC","Korean K League 1","1.0","LCM","6.0","","2021-01-27","2021.0","167","Korea Republic","","","","Left","3","3","1","Medium/Medium","Normal (170-185)","No","563000.0","","Injury Prone, Leadership, Team Player","64.0","46.0","66.0","68.0","65.0","67.0","65","31","51","66","42","65","70","60","64","70","67","62","71","70","75","65","64","68","66","54","67","69","65","67","62","72","64","68","67","8","11","13","13","13","","58+2","58+2","58+2","63.0","62","62","62","63.0","64+2","64+2","64+2","64+2","66+2","66+2","66+2","64+2","67+1","67+1","67+1","67+1","67+1","66+2","65+2","65+2","65+2","66+2","18+2","https://cdn.sofifa.net/players/191/566/22_120.png","https://cdn.sofifa.net/teams/112558/60.png","https://cdn.sofifa.net/flags/kr.png","","https://cdn.sofifa.net/flags/kr.png"
"260214","https://sofifa.com/player/260214/tokuma-suzuki/220002","T. Suzuki","Tokuma Suzuki","CDM, CAM, CM","63","68","675000.0","900.0","24","1997-03-12","168","64","112783.0","Tokushima Vortis","Japanese J. League Division 1","1.0","RDM","23.0","","2019-02-01","2022.0","163","Japan","","","","Right","3","2","1","Medium/Medium","Normal (170-)","No","894000.0","","","74.0","63.0","60.0","65.0","58.0","57.0","58","62","46","64","49","63","54","53","65","65","78","70","69","60","85","69","61","85","41","66","61","61","58","55","51","56","55","63","55","6","10","8","10","6","","61+2","61+2","61+2","63.0","63","63","63","63.0","63+2","63+2","63+2","64+2","63+2","63+2","63+2","64+2","64+2","62+2","62+2","62+2","64+2","63+2","57+2","57+2","57+2","63+2","14+2","https://cdn.sofifa.net/players/260/214/22_120.png","https://cdn.sofifa.net/teams/112783/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"252385","https://sofifa.com/player/252385/jayden-sweeney/220002","J. Sweeney","Jayden Deslandes Sweeney","LB","53","68","210000.0","1000.0","19","2001-12-04","178","68","1958.0","Leyton Orient","English League Two","4.0","SUB","24.0","","2018-12-15","2023.0","14","England","","","","Left","3","2","1","Medium/Medium","Lean (170-185)","No","499000.0","","","71.0","36.0","44.0","51.0","49.0","58.0","47","35","42","45","32","47","41","40","41","46","73","69","76","46","79","38","58","59","60","36","51","49","45","44","37","43","50","52","48","8","7","11","12","8","","45+2","45+2","45+2","49.0","46","46","46","49.0","47+2","47+2","47+2","49+2","46+2","46+2","46+2","49+2","51+2","48+2","48+2","48+2","51+2","51+2","50+2","50+2","50+2","51+2","13+2","https://cdn.sofifa.net/players/252/385/22_120.png","https://cdn.sofifa.net/teams/1958/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/gb-eng.png"
"190724","https://sofifa.com/player/190724/marvin-pourie/220002","M. Pourié","Marvin Pourié","ST","66","66","850000.0","3000.0","30","1991-01-08","184","83","110197.0","FC Würzburger Kickers","German 3. Bundesliga","3.0","SUB","9.0","","2021-07-22","2023.0","21","Germany","","","","Right","4","3","1","High/Medium","Normal (170-185)","No","1200000.0","","","78.0","63.0","56.0","64.0","22.0","79.0","57","63","60","59","61","64","59","46","48","65","75","81","64","67","64","70","80","82","79","57","74","35","66","57","62","63","14","12","13","7","11","11","7","12","","66","66","66","64.0","65","65","65","64.0","63+2","63+2","63+2","65+1","57+2","57+2","57+2","65+1","49+2","47+2","47+2","47+2","49+2","46+2","42+2","42+2","42+2","46+2","16+2","https://cdn.sofifa.net/players/190/724/22_120.png","https://cdn.sofifa.net/teams/110197/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/de.png"
"261187","https://sofifa.com/player/261187/jhon-mena/220002","J. Mena","Jhon Mena","CM","60","67","500000.0","500.0","22","1999-06-23","175","70","115358.0","Club Atlético Palmaflor","Liga de Fútbol Profesional Boliviano","1.0","SUB","15.0","","2021-01-01","2022.0","53","Bolivia","","","","Right","3","3","1","Medium/Medium","Normal (170-185)","No","1200000.0","","","65.0","47.0","59.0","60.0","59.0","58.0","55","40","55","62","38","61","55","45","61","60","65","65","59","60","67","55","55","65","55","51","59","65","60","61","61","55","55","60","55","14","13","15","13","15","","55+2","55+2","55+2","58.0","58","58","58","58.0","59+2","59+2","59+2","60+2","60+2","60+2","60+2","60+2","60+2","60+2","60+2","60+2","60+2","60+2","58+2","58+2","58+2","60+2","19+2","https://cdn.sofifa.net/players/261/187/22_120.png","https://cdn.sofifa.net/teams/115358/60.png","https://cdn.sofifa.net/flags/bo.png","","https://cdn.sofifa.net/flags/bo.png"
"246910","https://sofifa.com/player/246910/agustin-obando/220002","A. Obando","Javier Agustín Obando","LM","65","78","1800000.0","3000.0","21","2000-03-11","175","71","1877.0","Boca Juniors","Argentina Primera División","1.0","RES","34.0","","2019-01-04","2022.0","52","Argentina","","","","Left","2","3","1","Medium/Medium","Lean (170-185)","No","3600000.0","","","74.0","58.0","58.0","68.0","31.0","54.0","63","55","53","63","50","72","54","42","52","67","73","74","70","50","69","70","50","76","45","55","52","18","62","54","61","58","23","38","33","7","6","13","11","13","","61+2","61+2","61+2","64.0","63","63","63","64.0","62+2","62+2","62+2","64+2","57+2","57+2","57+2","64+2","52+2","46+2","46+2","46+2","52+2","49+2","40+2","40+2","40+2","49+2","14+2","https://cdn.sofifa.net/players/246/910/22_120.png","https://cdn.sofifa.net/teams/1877/60.png","https://cdn.sofifa.net/flags/ar.png","","https://cdn.sofifa.net/flags/ar.png"
